".model","date","value","real.value"
"combined",2014 W17,N(0.015, 0.0012),NA
"combined",2014 W18,N(0.012, 0.0015),NA
"combined",2014 W19,N(-0.031, 0.0013),NA
"combined",2014 W20,N(-0.061, 0.0013),NA
"combined",2014 W21,N(-0.079, 0.0013),NA
"combined",2014 W22,N(-0.11, 0.0013),NA
"combined",2014 W23,N(-0.069, 0.0013),0.0256015386153228
"combined",2014 W24,N(-0.1, 0.0013),-0.113275633358283
"combined",2014 W25,N(-0.12, 0.0013),-0.00352363154981038
"combined",2014 W26,N(-0.033, 0.0011),0.00380994089568323
"combined",2014 W27,N(-0.046, 0.00093),NA
"combined",2014 W28,N(-0.086, 0.0011),NA
"combined",2014 W29,N(0.024, 0.001),NA
"combined",2014 W30,N(-0.036, 0.0012),NA
"combined",2014 W31,N(-0.047, 0.0016),NA
"combined",2014 W32,N(-0.046, 0.0011),NA
"combined",2014 W33,N(0.015, 0.0014),NA
"combined",2014 W34,N(0.04, 0.0013),NA
"combined",2014 W35,N(0.028, 0.0013),NA
"combined",2014 W36,N(0.099, 0.0014),NA
"combined",2014 W37,N(0.13, 0.0012),NA
"combined",2014 W38,N(0.14, 0.0012),NA
"combined",2014 W39,N(0.17, 0.0012),NA
"combined",2014 W40,N(0.23, 0.0012),NA
"combined",2014 W41,N(0.2, 0.0011),NA
"combined",2014 W42,N(0.24, 0.0012),NA
"combined",2014 W43,N(0.21, 0.0013),NA
"combined",2014 W44,N(0.19, 0.0012),NA
"combined",2014 W45,N(0.14, 0.0012),NA
"combined",2014 W46,N(0.033, 0.0011),NA
"combined",2014 W47,N(-0.016, 0.0011),NA
"combined",2014 W48,N(-0.037, 0.0011),NA
"combined",2014 W49,N(0.014, 0.0012),NA
"combined",2014 W50,N(0.096, 0.0014),NA
"combined",2014 W51,N(0.08, 0.0012),NA
"combined",2014 W52,N(0.13, 0.0011),NA
"combined",2015 W01,N(0.17, 0.0012),NA
"combined",2015 W02,N(0.24, 0.0012),NA
"combined",2015 W03,N(0.28, 0.0011),NA
"combined",2015 W04,N(0.32, 0.0011),NA
"combined",2015 W05,N(0.34, 0.0011),NA
"combined",2015 W06,N(0.33, 0.0011),NA
"combined",2015 W07,N(0.23, 0.0012),NA
"combined",2015 W08,N(0.22, 0.00098),NA
"combined",2015 W09,N(0.14, 0.0012),NA
"combined",2015 W10,N(0.11, 0.0012),NA
"combined",2015 W11,N(0.04, 0.0012),NA
"combined",2015 W12,N(0.057, 0.001),NA
"combined",2015 W13,N(-0.023, 0.0011),NA
"combined",2015 W14,N(-0.0043, 0.0012),NA
"combined",2015 W15,N(0.068, 0.0012),NA
"combined",2015 W16,N(0.037, 0.00099),NA
"combined",2015 W17,N(0.052, 0.0013),NA
"combined",2015 W18,N(0.03, 0.0012),NA
"combined",2015 W19,N(-0.058, 0.0011),NA
"combined",2015 W20,N(-0.051, 0.0011),NA
"combined",2015 W21,N(-0.037, 0.001),NA
"combined",2015 W22,N(-0.045, 0.0014),NA
"combined",2015 W23,N(0.023, 0.001),0.0647640040986437
"combined",2015 W24,N(-0.097, 0.0011),0.00763695614141751
"combined",2015 W25,N(-0.098, 0.0013),-0.0625809439536725
"combined",2015 W26,N(-0.099, 0.0016),0.000156616658132631
"combined",2015 W27,N(-0.054, 0.0013),NA
"combined",2015 W28,N(-0.053, 0.0013),NA
"combined",2015 W29,N(-0.034, 0.0012),NA
"combined",2015 W30,N(-0.024, 0.0014),NA
"combined",2015 W31,N(-0.089, 0.0012),NA
"combined",2015 W32,N(0.056, 0.0011),NA
"combined",2015 W33,N(0.038, 0.0013),NA
"combined",2015 W34,N(0.071, 0.0013),NA
"combined",2015 W35,N(0.11, 0.0013),NA
"combined",2015 W36,N(0.11, 0.0012),NA
"combined",2015 W37,N(0.14, 0.0012),NA
"combined",2015 W38,N(0.15, 0.0011),NA
"combined",2015 W39,N(0.19, 0.0011),NA
"combined",2015 W40,N(0.23, 0.0012),NA
"combined",2015 W41,N(0.27, 0.0012),NA
"combined",2015 W42,N(0.28, 0.0011),NA
"combined",2015 W43,N(0.21, 0.0011),NA
"combined",2015 W44,N(0.19, 0.0012),NA
"combined",2015 W45,N(0.15, 0.0012),NA
"combined",2015 W46,N(0.038, 0.0011),NA
"combined",2015 W47,N(-0.026, 0.0012),NA
"combined",2015 W48,N(-0.063, 0.00096),NA
"combined",2015 W49,N(-0.032, 0.0013),NA
"combined",2015 W50,N(0.055, 0.0012),NA
"combined",2015 W51,N(0.16, 0.0012),NA
"combined",2015 W52,N(0.12, 0.0011),NA
"combined",2015 W53,N(0.35, 0.0012),NA
"combined",2016 W01,N(0.59, 0.001),NA
"combined",2016 W02,N(0.22, 0.0011),NA
"combined",2016 W03,N(0.33, 0.0013),NA
"combined",2016 W04,N(0.35, 0.0011),NA
"combined",2016 W05,N(0.28, 0.0011),NA
"combined",2016 W06,N(0.23, 0.0011),NA
"combined",2016 W07,N(0.2, 0.001),NA
"combined",2016 W08,N(0.05, 0.0012),NA
"combined",2016 W09,N(0.12, 0.0013),NA
"combined",2016 W10,N(0.061, 0.0012),NA
"combined",2016 W11,N(0.043, 0.0011),NA
"combined",2016 W12,N(0.015, 0.0011),NA
"combined",2016 W13,N(-0.051, 0.0011),NA
"combined",2016 W14,N(0.0076, 0.0014),NA
"combined",2016 W15,N(0.048, 0.0012),NA
"combined",2016 W16,N(0.046, 0.0013),NA
"combined",2016 W17,N(0.05, 0.0011),NA
"combined",2016 W18,N(0.00065, 0.0014),NA
"combined",2016 W19,N(-0.024, 0.0012),NA
"combined",2016 W20,N(-0.049, 0.0011),NA
"combined",2016 W21,N(-0.047, 0.0012),NA
"combined",2016 W22,N(-0.1, 0.0012),-0.0219069774647636
"combined",2016 W23,N(-0.065, 0.0011),-0.0531436786630545
"combined",2016 W24,N(-0.076, 0.0012),-0.051643948628783
"combined",2016 W25,N(-0.024, 0.0011),-0.0292742919447789
"combined",2016 W26,N(0.003, 0.0013),NA
"combined",2011 W12,N(-0.017, 0.001),-0.0304463039086182
"combined",2011 W13,N(0.087, 0.00094),0.0571347434409046
"combined",2011 W14,N(0.17, 0.0011),0.0991492478212308
"combined",2011 W15,N(0.11, 0.00097),0.100804894876787
"combined",2011 W16,N(0.14, 0.00097),0.107888694232079
"combined",2011 W17,N(0.066, 0.00089),0.0342663884890234
"combined",2011 W18,N(0.075, 0.0011),0.0560877052834576
"combined",2011 W19,N(0.11, 0.00082),0.0830659345014059
"combined",2011 W20,N(0.082, 0.00087),0.0741310361891073
"combined",2011 W21,N(0.078, 0.00078),-0.00929062941805536
"combined",2011 W22,N(0.041, 0.00085),0.153968919830941
"combined",2011 W23,N(0.059, 0.00079),0.00491748141596449
"combined",2011 W24,N(0.013, 0.00094),-0.102039396353064
"combined",2011 W25,N(-0.087, 0.001),-0.0215637168370282
"combined",2011 W26,N(-0.094, 0.00091),-0.0166483581315818
"combined",2011 W27,N(-0.073, 0.00092),-0.042768329887564
"combined",2011 W28,N(-0.096, 0.00085),-0.060396375046812
"combined",2011 W29,N(-0.12, 0.00082),-0.07802442020606
"combined",2011 W30,N(-0.14, 0.00079),-0.095652465365308
"combined",2011 W31,N(-0.14, 0.00097),-0.113280510524556
"combined",2011 W32,N(-0.13, 0.00086),-0.0567077000906852
"combined",2011 W33,N(-0.13, 9e-04),-0.121284951708968
"combined",2011 W34,N(-0.13, 0.00086),-0.14185901246514
"combined",2011 W35,N(-0.14, 0.001),-0.162433073221311
"combined",2011 W36,N(-0.092, 9e-04),-0.102852547936188
"combined",2011 W37,N(-0.047, 0.00075),0.0606025400158965
"combined",2011 W38,N(0.0079, 0.0013),0.0496655155413231
"combined",2011 W39,N(0.082, 0.00092),0.0387284910667496
"combined",2011 W40,N(0.11, 0.0011),0.1567977544972
"combined",2011 W41,N(0.12, 0.00094),0.0633922841303008
"combined",2011 W42,N(0.16, 0.00078),0.0968692665319876
"combined",2011 W43,N(0.19, 0.00086),0.130346248933674
"combined",2011 W44,N(0.21, 0.00077),0.163823231335361
"combined",2011 W45,N(0.14, 0.00091),0.0630476984704662
"combined",2011 W46,N(0.18, 0.00092),0.0988144439010662
"combined",2011 W47,N(0.17, 0.0011),0.180162271150329
"combined",2011 W48,N(0.22, 0.00086),0.176488298537195
"combined",2011 W49,N(0.13, 0.001),0.128927140222354
"combined",2011 W50,N(0.072, 0.00097),0.0813659819075124
"combined",2011 W51,N(-0.046, 0.00083),0.0338048235926712
"combined",2011 W52,N(-0.051, 0.00084),-0.105235404942364
"combined",2012 W01,N(-0.065, 0.00073),-0.194158840436819
"combined",2012 W02,N(-0.15, 0.00086),-0.168758281767338
"combined",2012 W03,N(-0.23, 0.00086),-0.103225619261793
"combined",2012 W04,N(-0.26, 9e-04),-0.291004464282687
"combined",2012 W05,N(-0.3, 8e-04),-0.26178564286235
"combined",2012 W06,N(-0.18, 0.00088),-0.258424243191745
"combined",2012 W07,N(-0.073, 0.00094),-0.240487643664585
"combined",2012 W08,N(-0.14, 0.00092),-0.0228428560454914
"combined",2012 W09,N(-0.1, 0.00089),-0.094432239013037
"combined",2012 W10,N(-0.083, 0.0011),-0.00954704111802912
"combined",2012 W11,N(-0.055, 0.00085),-0.128097514932312
"combined",2012 W12,N(0.028, 0.00096),-0.124121433853177
"combined",2012 W13,N(0.051, 0.0011),0.201553198804663
"combined",2012 W14,N(0.19, 0.00095),0.128953386475586
"combined",2012 W15,N(0.18, 0.00076),0.28530313868293
"combined",2012 W16,N(0.16, 0.0013),0.250049425326742
"combined",2012 W17,N(0.16, 9e-04),0.251775752259017
"combined",2012 W18,N(0.12, 0.00091),0.09315117660691
"combined",2012 W19,N(0.088, 0.00097),NA
"combined",2012 W20,N(0.091, 0.00092),NA
"combined",2012 W21,N(0.1, 0.00098),NA
"combined",2012 W22,N(0.093, 0.001),-0.000649394636003571
"combined",2012 W23,N(0.016, 0.00089),0.0192035999669385
"combined",2012 W24,N(-0.031, 0.00091),-0.066854700560895
"combined",2012 W25,N(-0.061, 0.001),-0.0366335520454151
"combined",2012 W26,N(-0.093, 0.00089),0.0178533792471333
"combined",2012 W27,N(-0.08, 0.001),NA
"combined",2012 W28,N(-0.081, 0.001),NA
"combined",2012 W29,N(-0.13, 0.00091),NA
"combined",2012 W30,N(-0.18, 0.00091),NA
"combined",2012 W31,N(-0.18, 0.001),NA
"combined",2012 W32,N(-0.16, 0.00095),NA
"combined",2012 W33,N(-0.14, 0.00082),NA
"combined",2012 W34,N(-0.13, 0.00086),NA
"combined",2012 W35,N(-0.12, 0.001),NA
"combined",2012 W36,N(-0.12, 0.00084),NA
"combined",2012 W37,N(-0.084, 0.00082),NA
"combined",2012 W38,N(-0.021, 0.00085),NA
"combined",2012 W39,N(0.008, 0.00093),NA
"combined",2012 W40,N(0.049, 0.00084),NA
"combined",2012 W41,N(0.12, 0.00084),NA
"combined",2012 W42,N(0.2, 0.001),NA
"combined",2012 W43,N(0.22, 0.00096),NA
"combined",2012 W44,N(0.18, 0.00093),NA
"combined",2012 W45,N(0.18, 0.00083),NA
"combined",2012 W46,N(0.22, 0.00076),NA
"combined",2012 W47,N(0.21, 0.0012),NA
"combined",2012 W48,N(0.25, 0.00094),NA
"combined",2012 W49,N(0.25, 0.00087),NA
"combined",2012 W50,N(0.11, 9e-04),NA
"combined",2012 W51,N(0.094, 9e-04),NA
"combined",2012 W52,N(-0.091, 0.00079),NA
"combined",2013 W01,N(-0.067, 0.00086),NA
"combined",2013 W02,N(-0.12, 0.00085),NA
"combined",2013 W03,N(-0.24, 0.00078),NA
"combined",2013 W04,N(-0.38, 0.00096),NA
"combined",2013 W05,N(-0.18, 0.0011),NA
"combined",2013 W06,N(-0.28, 0.00081),NA
"combined",2013 W07,N(-0.18, 0.00083),NA
"combined",2013 W08,N(-0.17, 0.00086),NA
"combined",2013 W09,N(-0.16, 0.00095),NA
"combined",2013 W10,N(-0.06, 0.00099),NA
"combined",2013 W11,N(-0.041, 0.0012),NA
"combined",2013 W12,N(-0.095, 0.00092),NA
"combined",2013 W13,N(0.093, 0.001),NA
"combined",2013 W14,N(0.16, 9e-04),NA
"combined",2013 W15,N(0.21, 0.00081),NA
"combined",2013 W16,N(0.12, 0.00089),NA
"combined",2013 W17,N(0.11, 0.00082),NA
"combined",2013 W18,N(0.12, 9e-04),NA
"combined",2013 W19,N(0.062, 0.00093),NA
"combined",2013 W20,N(-0.0017, 0.00081),NA
"combined",2013 W21,N(0.04, 0.00089),NA
"combined",2013 W22,N(-0.017, 0.0011),NA
"combined",2013 W23,N(0.078, 0.00097),0.011236959651762
"combined",2013 W24,N(0.0057, 0.00095),0.0352837792065069
"combined",2013 W25,N(-0.069, 0.00087),-0.0468633988783397
"combined",2013 W26,N(-0.017, 0.00093),-0.0439145016767579
"combined",2013 W27,N(-0.073, 0.0011),NA
"combined",2013 W28,N(-0.11, 0.00096),NA
"combined",2013 W29,N(-0.067, 9e-04),NA
"combined",2013 W30,N(-0.11, 0.0011),NA
"combined",2013 W31,N(-0.096, 0.00087),NA
"combined",2013 W32,N(-0.13, 0.00094),NA
"combined",2013 W33,N(-0.057, 0.00092),NA
"combined",2013 W34,N(-0.15, 0.00085),NA
"combined",2013 W35,N(-0.083, 8e-04),NA
"combined",2013 W36,N(-0.11, 0.00083),NA
"combined",2013 W37,N(-0.025, 0.00094),NA
"combined",2013 W38,N(-0.0086, 0.00081),NA
"combined",2013 W39,N(0.089, 0.00077),NA
"combined",2013 W40,N(0.09, 0.00095),NA
"combined",2013 W41,N(0.12, 0.00089),NA
"combined",2013 W42,N(0.19, 8e-04),NA
"combined",2013 W43,N(0.22, 0.0011),NA
"combined",2013 W44,N(0.26, 0.00091),NA
"combined",2013 W45,N(0.18, 0.00087),NA
"combined",2013 W46,N(0.24, 0.001),NA
"combined",2013 W47,N(0.12, 0.00087),NA
"combined",2013 W48,N(0.16, 0.00084),NA
"combined",2013 W49,N(0.18, 0.00088),NA
"combined",2013 W50,N(0.2, 0.00089),NA
"combined",2013 W51,N(0.12, 0.00079),NA
"combined",2013 W52,N(0.019, 0.001),NA
"combined",2014 W01,N(-0.035, 0.00085),NA
"combined",2014 W02,N(-0.08, 9e-04),NA
"combined",2014 W03,N(-0.19, 0.00081),NA
"combined",2014 W04,N(-0.17, 0.00095),NA
"combined",2014 W05,N(-0.29, 0.001),NA
"combined",2014 W06,N(-0.26, 0.00072),NA
"combined",2014 W07,N(-0.22, 0.00083),NA
"combined",2014 W08,N(-0.15, 0.00099),NA
"combined",2014 W09,N(-0.087, 0.0011),NA
"combined",2014 W10,N(-0.13, 0.00081),NA
"combined",2014 W11,N(-0.15, 9e-04),NA
"combined",2014 W12,N(-0.083, 0.00081),NA
"combined",2014 W13,N(-0.011, 0.00095),NA
"combined",2014 W14,N(0.09, 0.00094),NA
"combined",2014 W15,N(0.065, 0.00086),NA
"combined",2014 W16,N(0.12, 0.00091),NA
"combined",2014 W17,N(0.12, 0.0014),NA
"combined",2014 W18,N(0.13, 0.00085),NA
"combined",2014 W19,N(0.049, 8e-04),NA
"combined",2014 W20,N(0.043, 0.00082),NA
"combined",2014 W21,N(0.025, 0.00086),NA
"combined",2014 W22,N(0.025, 0.0011),NA
"combined",2014 W23,N(0.05, 0.00078),0.0903141623964896
"combined",2014 W24,N(0.029, 0.00086),-0.0619797094109239
"combined",2014 W25,N(0.028, 0.00077),0.00679425765869722
"combined",2014 W26,N(-0.073, 0.00099),0.0346913448134073
"combined",2014 W27,N(-0.045, 0.00072),NA
"combined",2014 W28,N(-0.1, 9e-04),NA
"combined",2014 W29,N(-0.077, 0.00096),NA
"combined",2014 W30,N(-0.085, 0.001),NA
"combined",2014 W31,N(-0.1, 0.00096),NA
"combined",2014 W32,N(-0.083, 0.00089),NA
"combined",2014 W33,N(-0.12, 0.00097),NA
"combined",2014 W34,N(-0.14, 0.00099),NA
"combined",2014 W35,N(-0.07, 0.00075),NA
"combined",2014 W36,N(-0.12, 0.00067),NA
"combined",2014 W37,N(-0.064, 0.00084),NA
"combined",2014 W38,N(-0.1, 0.00079),NA
"combined",2014 W39,N(0.093, 0.0012),NA
"combined",2014 W40,N(0.087, 0.00089),NA
"combined",2014 W41,N(0.21, 0.00096),NA
"combined",2014 W42,N(0.15, 0.00097),NA
"combined",2014 W43,N(0.21, 0.00089),NA
"combined",2014 W44,N(0.2, 0.00099),NA
"combined",2014 W45,N(0.21, 0.00095),NA
"combined",2014 W46,N(0.15, 0.00072),NA
"combined",2014 W47,N(0.14, 0.00079),NA
"combined",2014 W48,N(0.2, 0.00088),NA
"combined",2014 W49,N(0.19, 0.0011),NA
"combined",2014 W50,N(0.12, 0.00085),NA
"combined",2014 W51,N(0.1, 0.0011),NA
"combined",2014 W52,N(0.018, 0.00076),NA
"combined",2015 W01,N(-0.076, 0.00092),NA
"combined",2015 W02,N(-0.14, 0.00087),NA
"combined",2015 W03,N(-0.16, 0.00095),NA
"combined",2015 W04,N(-0.16, 0.00078),NA
"combined",2015 W05,N(-0.21, 0.00081),NA
"combined",2015 W06,N(-0.23, 0.001),NA
"combined",2015 W07,N(-0.23, 0.0011),NA
"combined",2015 W08,N(-0.19, 0.001),NA
"combined",2015 W09,N(-0.1, 0.00079),NA
"combined",2015 W10,N(-0.051, 0.00097),NA
"combined",2015 W11,N(-0.021, 0.00075),NA
"combined",2015 W12,N(0.021, 0.00075),NA
"combined",2015 W13,N(0.064, 0.00095),NA
"combined",2015 W14,N(0.068, 0.00095),NA
"combined",2015 W15,N(0.14, 0.00078),NA
"combined",2015 W16,N(0.074, 0.00081),NA
"combined",2015 W17,N(0.15, 0.00076),NA
"combined",2015 W18,N(0.028, 0.00085),NA
"combined",2015 W19,N(0.07, 0.001),NA
"combined",2015 W20,N(0.086, 0.00073),NA
"combined",2015 W21,N(0.071, 0.0011),NA
"combined",2015 W22,N(0.074, 0.0011),NA
"combined",2015 W23,N(0.066, 0.00094),-0.0935810972892485
"combined",2015 W24,N(-0.00017, 0.00084),-0.0980857223146324
"combined",2015 W25,N(-0.039, 0.00087),-0.0717307994911446
"combined",2015 W26,N(-0.038, 0.001),-0.0253910404086762
"combined",2015 W27,N(-0.088, 0.00081),NA
"combined",2015 W28,N(-0.064, 0.0012),NA
"combined",2015 W29,N(-0.097, 0.0012),NA
"combined",2015 W30,N(-0.12, 0.0011),NA
"combined",2015 W31,N(-0.16, 0.0012),NA
"combined",2015 W32,N(-0.13, 0.00082),NA
"combined",2015 W33,N(-0.11, 0.00088),NA
"combined",2015 W34,N(-0.13, 0.00082),NA
"combined",2015 W35,N(-0.12, 0.001),NA
"combined",2015 W36,N(-0.063, 0.00088),NA
"combined",2015 W37,N(-0.068, 0.0011),NA
"combined",2015 W38,N(0.017, 8e-04),NA
"combined",2015 W39,N(0.019, 0.00091),NA
"combined",2015 W40,N(0.072, 0.00087),NA
"combined",2015 W41,N(0.16, 0.00087),NA
"combined",2015 W42,N(0.11, 0.00078),NA
"combined",2015 W43,N(0.22, 0.00081),NA
"combined",2015 W44,N(0.22, 0.001),NA
"combined",2015 W45,N(0.24, 0.00083),NA
"combined",2015 W46,N(0.17, 0.0012),NA
"combined",2015 W47,N(0.15, 0.00079),NA
"combined",2015 W48,N(0.16, 0.00096),NA
"combined",2015 W49,N(0.15, 0.001),NA
"combined",2015 W50,N(0.19, 0.0011),NA
"combined",2015 W51,N(0.19, 0.00093),NA
"combined",2015 W52,N(-0.027, 0.00096),NA
"combined",2015 W53,N(0.09, 0.00081),NA
"combined",2016 W01,N(0.24, 0.00074),NA
"combined",2016 W02,N(-0.13, 8e-04),NA
"combined",2016 W03,N(-0.21, 0.00091),NA
"combined",2016 W04,N(-0.21, 0.00087),NA
"combined",2016 W05,N(-0.23, 0.00083),NA
"combined",2016 W06,N(-0.26, 0.00099),NA
"combined",2016 W07,N(-0.14, 0.00099),NA
"combined",2016 W08,N(-0.079, 9e-04),NA
"combined",2016 W09,N(-0.076, 0.001),NA
"combined",2016 W10,N(-0.033, 0.00094),NA
"combined",2016 W11,N(0.019, 0.00091),NA
"combined",2016 W12,N(0.084, 0.00091),NA
"combined",2016 W13,N(0.12, 0.00085),NA
"combined",2016 W14,N(0.13, 0.0011),NA
"combined",2016 W15,N(0.11, 0.00097),NA
"combined",2016 W16,N(0.079, 0.00085),NA
"combined",2016 W17,N(0.11, 0.00086),NA
"combined",2016 W18,N(0.073, 0.00076),NA
"combined",2016 W19,N(0.083, 0.0011),NA
"combined",2016 W20,N(0.1, 0.00098),NA
"combined",2016 W21,N(0.02, 0.00093),NA
"combined",2016 W22,N(0.035, 0.0011),0.0164257969164111
"combined",2016 W23,N(0.013, 0.00091),-0.039201751287083
"combined",2016 W24,N(-0.044, 0.00092),-0.0496758942327941
"combined",2016 W25,N(-0.053, 0.0011),-0.0278013253280449
"combined",2016 W26,N(-0.073, 0.00088),NA
"combined",2011 W12,N(-0.1, 0.0011),-0.109893327977381
"combined",2011 W13,N(-0.015, 0.0014),-0.0907249190219006
"combined",2011 W14,N(0.012, 0.0017),-0.0894538820852828
"combined",2011 W15,N(-0.012, 0.0019),-0.0645739885733873
"combined",2011 W16,N(0.02, 0.0014),-0.0984373494367165
"combined",2011 W17,N(-0.035, 0.0016),-0.0667961454426317
"combined",2011 W18,N(-0.0081, 0.0015),-0.0194248661314661
"combined",2011 W19,N(-0.017, 0.0013),-0.0463114688050852
"combined",2011 W20,N(0.023, 0.0013),0.0359335676760348
"combined",2011 W21,N(-0.039, 0.00086),0.0220282298603937
"combined",2011 W22,N(-0.17, 0.00094),0.0311228299529508
"combined",2011 W23,N(0.019, 0.0015),-0.0345195841618412
"combined",2011 W24,N(0.027, 0.0014),0.0235705516784386
"combined",2011 W25,N(0.042, 0.0014),0.0525773785915999
"combined",2011 W26,N(0.064, 0.0011),0.0338767696558291
"combined",2011 W27,N(0.11, 0.0012),0.0789794373467814
"combined",2011 W28,N(0.12, 0.0012),0.0732524892941742
"combined",2011 W29,N(0.14, 0.0011),0.067525541241567
"combined",2011 W30,N(0.15, 0.0012),0.0617985931889598
"combined",2011 W31,N(0.12, 0.0011),0.0560716451363526
"combined",2011 W32,N(0.15, 0.0014),0.0055342644518107
"combined",2011 W33,N(0.13, 0.0015),0.0238776841060468
"combined",2011 W34,N(0.13, 0.0012),0.0517257856047141
"combined",2011 W35,N(0.092, 0.0017),0.0795738871033814
"combined",2011 W36,N(0.11, 0.0011),-0.00766205529061357
"combined",2011 W37,N(0.088, 0.00066),-0.0308034656890073
"combined",2011 W38,N(0.064, 0.0017),-0.0279252944343177
"combined",2011 W39,N(0.06, 0.0012),-0.0250471231796282
"combined",2011 W40,N(0.045, 0.0014),-0.0182240475949158
"combined",2011 W41,N(-0.0073, 0.0011),-0.0329769112082031
"combined",2011 W42,N(0.024, 0.0012),-0.0540373461037778
"combined",2011 W43,N(-0.0034, 0.0011),-0.0750977809993526
"combined",2011 W44,N(0.0053, 0.0011),-0.0961582158949274
"combined",2011 W45,N(-0.071, 0.0012),-0.122531894810302
"combined",2011 W46,N(0.026, 0.00094),-0.0714859663986942
"combined",2011 W47,N(0.0055, 0.0016),-0.0355209288127001
"combined",2011 W48,N(-0.059, 0.00098),-0.00934451633670794
"combined",2011 W49,N(-0.067, 0.0015),-0.0160503701516
"combined",2011 W50,N(-0.033, 0.0012),-0.022756223966492
"combined",2011 W51,N(-0.057, 0.001),-0.029462077781384
"combined",2011 W52,N(-0.12, 0.0013),-0.159042190451991
"combined",2012 W01,N(-0.13, 0.00099),-0.0373557991171172
"combined",2012 W02,N(-0.14, 0.0013),-0.120029263481333
"combined",2012 W03,N(-0.19, 0.0012),-0.1274091574733
"combined",2012 W04,N(-0.23, 0.0014),-0.195017118838538
"combined",2012 W05,N(-0.21, 0.0012),-0.252170959655522
"combined",2012 W06,N(-0.15, 0.0012),-0.186554975640814
"combined",2012 W07,N(-0.14, 0.0014),-0.075949341687575
"combined",2012 W08,N(-0.094, 0.0011),-0.0777519591548795
"combined",2012 W09,N(-0.11, 0.0014),-0.0945798472558998
"combined",2012 W10,N(-0.027, 0.0017),-0.00620678042178317
"combined",2012 W11,N(-0.021, 0.0017),0.0303531626864832
"combined",2012 W12,N(0.1, 0.0018),0.100097187561097
"combined",2012 W13,N(0.076, 0.0012),0.316922012069081
"combined",2012 W14,N(0.13, 0.0013),0.244793659817216
"combined",2012 W15,N(0.16, 0.00099),0.266802641554251
"combined",2012 W16,N(0.15, 0.0019),0.340750621209083
"combined",2012 W17,N(0.17, 0.0013),0.473981070811921
"combined",2012 W18,N(0.21, 0.0015),0.275356049153918
"combined",2012 W19,N(0.16, 0.0012),NA
"combined",2012 W20,N(0.15, 0.00092),NA
"combined",2012 W21,N(0.16, 0.0016),NA
"combined",2012 W22,N(0.14, 0.0014),-0.0558772056851637
"combined",2012 W23,N(0.085, 0.0011),0.180526459014083
"combined",2012 W24,N(0.1, 0.0012),-0.0113020665549016
"combined",2012 W25,N(0.12, 0.0013),0.135814597662277
"combined",2012 W26,N(0.12, 0.001),0.165810506793382
"combined",2012 W27,N(0.14, 0.0012),NA
"combined",2012 W28,N(0.17, 0.0015),NA
"combined",2012 W29,N(0.2, 0.0013),NA
"combined",2012 W30,N(0.22, 0.0013),NA
"combined",2012 W31,N(0.21, 0.0018),NA
"combined",2012 W32,N(0.21, 0.0013),NA
"combined",2012 W33,N(0.22, 0.0016),NA
"combined",2012 W34,N(0.25, 0.0011),NA
"combined",2012 W35,N(0.24, 0.0013),NA
"combined",2012 W36,N(0.18, 0.0012),NA
"combined",2012 W37,N(0.19, 0.0014),NA
"combined",2012 W38,N(0.19, 0.001),NA
"combined",2012 W39,N(0.18, 0.0012),NA
"combined",2012 W40,N(0.14, 0.00098),NA
"combined",2012 W41,N(0.14, 0.001),NA
"combined",2012 W42,N(0.13, 0.0016),NA
"combined",2012 W43,N(0.12, 0.0011),NA
"combined",2012 W44,N(0.097, 0.0017),NA
"combined",2012 W45,N(0.086, 0.0011),NA
"combined",2012 W46,N(0.057, 0.00093),NA
"combined",2012 W47,N(0.072, 0.0016),NA
"combined",2012 W48,N(0.069, 0.0012),NA
"combined",2012 W49,N(0.075, 0.0014),NA
"combined",2012 W50,N(0.019, 0.00098),NA
